title,link,published,country,source,summary,Combined_Text,Language
Florestas em chamas,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/opiniao/2025/05/florestas-em-chamas.shtml,21 May 2025 22:00:00 -0300,Brazil,Folha de S.Paulo,"Após dez anos da negociação do <a href=""https://www1.folha.uol.com.br/folha-topicos/acordo-de-paris/"">Acordo de Paris</a>, o tratado da <a href=""https://www1.folha.uol.com.br/folha-topicos/onu/"">ONU</a> para mitigar a crise do <a href=""https://www1.folha.uol.com.br/folha-topicos/clima/"">clima</a>, a devastação das florestas, que contribui para o efeito estufa, <a href=""https://www1.folha.uol.com.br/ambiente/2025/05/perda-de-florestas-no-mundo-bate-recorde-em-2024-com-avanco-de-incendios.shtml"" rel="""" target="""">não só não diminuiu como aumentou.</a>
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/opiniao/2025/05/florestas-em-chamas.shtml"">Leia mais</a> (05/21/2025 - 22h00)","Florestas em chamas Após dez anos da negociação do <a href=""https://www1.folha.uol.com.br/folha-topicos/acordo-de-paris/"">Acordo de Paris</a>, o tratado da <a href=""https://www1.folha.uol.com.br/folha-topicos/onu/"">ONU</a> para mitigar a crise do <a href=""https://www1.folha.uol.com.br/folha-topicos/clima/"">clima</a>, a devastação das florestas, que contribui para o efeito estufa, <a href=""https://www1.folha.uol.com.br/ambiente/2025/05/perda-de-florestas-no-mundo-bate-recorde-em-2024-com-avanco-de-incendios.shtml"" rel="""" target="""">não só não diminuiu como aumentou.</a>
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/opiniao/2025/05/florestas-em-chamas.shtml"">Leia mais</a> (05/21/2025 - 22h00)",pt
Justiça nega indenização a Datena por acusação de Marçal em debate,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/poder/2025/05/justica-nega-indenizacao-a-datena-por-acusacao-de-marcal-em-debate.shtml,21 May 2025 21:50:00 -0300,Brazil,Folha de S.Paulo,"A <a href=""https://www1.folha.uol.com.br/folha-topicos/folhajus/"" rel="""" target="""">Justiça </a>de <a href=""https://www1.folha.uol.com.br/folha-topicos/sao-paulo-estado/"" rel="""" target="""">São Paulo</a> negou na terça-feira (20) um pedido de indenização por danos morais de José Luiz <a href=""https://www1.folha.uol.com.br/folha-topicos/datena/"">Datena</a> contra <a href=""https://www1.folha.uol.com.br/folha-topicos/pablo-marcal/"">Pablo Marçal</a> (<a href=""https://www1.folha.uol.com.br/folha-topicos/prtb/"">PRTB</a>), pelo fato de o influenciador ter sugerido, quando ambos eram candidatos à Prefeitura de <a href=""https://www1.folha.uol.com.br/folha-topicos/sao-paulo/"" rel="""" target="""">São Paulo</a>, que o jornalista seria um estuprador. Cabe recurso à decisão.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/poder/2025/05/justica-nega-indenizacao-a-datena-por-acusacao-de-marcal-em-debate.shtml"">Leia mais</a> (05/21/2025 - 21h50)","Justiça nega indenização a Datena por acusação de Marçal em debate A <a href=""https://www1.folha.uol.com.br/folha-topicos/folhajus/"" rel="""" target="""">Justiça </a>de <a href=""https://www1.folha.uol.com.br/folha-topicos/sao-paulo-estado/"" rel="""" target="""">São Paulo</a> negou na terça-feira (20) um pedido de indenização por danos morais de José Luiz <a href=""https://www1.folha.uol.com.br/folha-topicos/datena/"">Datena</a> contra <a href=""https://www1.folha.uol.com.br/folha-topicos/pablo-marcal/"">Pablo Marçal</a> (<a href=""https://www1.folha.uol.com.br/folha-topicos/prtb/"">PRTB</a>), pelo fato de o influenciador ter sugerido, quando ambos eram candidatos à Prefeitura de <a href=""https://www1.folha.uol.com.br/folha-topicos/sao-paulo/"" rel="""" target="""">São Paulo</a>, que o jornalista seria um estuprador. Cabe recurso à decisão.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/poder/2025/05/justica-nega-indenizacao-a-datena-por-acusacao-de-marcal-em-debate.shtml"">Leia mais</a> (05/21/2025 - 21h50)",pt
"Senado aprova licenciamento que reduz controle ambiental, com emenda e pressão de Alcolumbre",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/ambiente/2025/05/senado-aprova-licenciamento-que-reduz-controle-ambiental-com-emenda-e-pressao-de-alcolumbre.shtml,21 May 2025 21:38:00 -0300,Brazil,Folha de S.Paulo,"O Senado Federal aprovou, nesta quarta-feira (21), o projeto de lei que flexibiliza e simplifica o licenciamento ambiental e, segundo críticos, fragiliza a proteção da natureza.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/ambiente/2025/05/senado-aprova-licenciamento-que-reduz-controle-ambiental-com-emenda-e-pressao-de-alcolumbre.shtml"">Leia mais</a> (05/21/2025 - 21h38)","Senado aprova licenciamento que reduz controle ambiental, com emenda e pressão de Alcolumbre O Senado Federal aprovou, nesta quarta-feira (21), o projeto de lei que flexibiliza e simplifica o licenciamento ambiental e, segundo críticos, fragiliza a proteção da natureza.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/ambiente/2025/05/senado-aprova-licenciamento-que-reduz-controle-ambiental-com-emenda-e-pressao-de-alcolumbre.shtml"">Leia mais</a> (05/21/2025 - 21h38)",pt
Nike planeja elevar preços nos EUA na próxima semana,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/05/nike-planeja-elevar-precos-nos-eua-na-proxima-semana.shtml,21 May 2025 21:35:00 -0300,Brazil,Folha de S.Paulo,"A Nike disse nesta quarta-feira (21) que planeja aumentar os preços de alguns produtos nos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a> a partir da próxima semana.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/05/nike-planeja-elevar-precos-nos-eua-na-proxima-semana.shtml"">Leia mais</a> (05/21/2025 - 21h35)","Nike planeja elevar preços nos EUA na próxima semana A Nike disse nesta quarta-feira (21) que planeja aumentar os preços de alguns produtos nos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a> a partir da próxima semana.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mercado/2025/05/nike-planeja-elevar-precos-nos-eua-na-proxima-semana.shtml"">Leia mais</a> (05/21/2025 - 21h35)",pt
Luana Piovani discute com brasileiros na Praia de Cascais em Portugal: 'Otários',https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://f5.folha.uol.com.br/celebridades/2025/05/luana-piovani-discute-com-brasileiros-na-praia-de-cascais-em-portugal-otarios.shtml,21 May 2025 21:31:00 -0300,Brazil,Folha de S.Paulo,"<a href=""https://www1.folha.uol.com.br/folha-topicos/luana-piovani/"" rel="""" target="""">Luana Piovani</a>, 48, usou as redes sociais nesta quarta-feira (21) para relatar que passou por uma situação desagradável com um grupo de brasileiros durante um passeio pela Praia de Cascais, em Portugal. Ela discutiu com um dos rapazes por causa de um cachorro de grande porte que estava sem coleira e circulava pelo local.""Quatro brasileirinhos otários, ridículos... Gente cafona, né, gente?""<strong>,</strong> começou.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://f5.folha.uol.com.br/celebridades/2025/05/luana-piovani-discute-com-brasileiros-na-praia-de-cascais-em-portugal-otarios.shtml"">Leia mais</a> (05/21/2025 - 21h31)","Luana Piovani discute com brasileiros na Praia de Cascais em Portugal: 'Otários' <a href=""https://www1.folha.uol.com.br/folha-topicos/luana-piovani/"" rel="""" target="""">Luana Piovani</a>, 48, usou as redes sociais nesta quarta-feira (21) para relatar que passou por uma situação desagradável com um grupo de brasileiros durante um passeio pela Praia de Cascais, em Portugal. Ela discutiu com um dos rapazes por causa de um cachorro de grande porte que estava sem coleira e circulava pelo local.""Quatro brasileirinhos otários, ridículos... Gente cafona, né, gente?""<strong>,</strong> começou.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://f5.folha.uol.com.br/celebridades/2025/05/luana-piovani-discute-com-brasileiros-na-praia-de-cascais-em-portugal-otarios.shtml"">Leia mais</a> (05/21/2025 - 21h31)",pt
Por que se apavora o falante apavorado?,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/sergio-rodrigues/2025/05/por-que-se-apavora-o-falante-apavorado.shtml,21 May 2025 21:23:00 -0300,Brazil,Folha de S.Paulo,"Escrevendo profissionalmente sobre a língua portuguesa brasileira já faz um quarto de século, esbarrei muitas vezes com a figura do falante apavorado.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/sergio-rodrigues/2025/05/por-que-se-apavora-o-falante-apavorado.shtml"">Leia mais</a> (05/21/2025 - 21h23)","Por que se apavora o falante apavorado? Escrevendo profissionalmente sobre a língua portuguesa brasileira já faz um quarto de século, esbarrei muitas vezes com a figura do falante apavorado.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/sergio-rodrigues/2025/05/por-que-se-apavora-o-falante-apavorado.shtml"">Leia mais</a> (05/21/2025 - 21h23)",pt
BBB Brasil do gasto e do déficit do governo recomeça. Vai ter treta ou tédio?,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/viniciustorres/2025/05/bbb-brasil-do-gasto-e-do-deficit-do-governo-recomeca-vai-ter-treta-ou-tedio.shtml,21 May 2025 21:15:00 -0300,Brazil,Folha de S.Paulo,"O BBB dos mais tediosos recomeça no Brasil nesta quinta-feira -<a href=""https://www1.folha.uol.com.br/mercado/2025/05/equipe-economica-quer-garantir-ao-menos-r-10-bi-no-primeiro-congelamento-de-despesas.shtml"" rel="""" target="""">as tretas sobre gastos, déficits e dívida do governo</a>. O público em geral não presta atenção ou não se dá ao trabalho de entender a coisa, nem de se preocupar com as consequências, que afetam todo mundo, do miserável ao ricaço, para o bem ou para o mal.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/viniciustorres/2025/05/bbb-brasil-do-gasto-e-do-deficit-do-governo-recomeca-vai-ter-treta-ou-tedio.shtml"">Leia mais</a> (05/21/2025 - 21h15)","BBB Brasil do gasto e do déficit do governo recomeça. Vai ter treta ou tédio? O BBB dos mais tediosos recomeça no Brasil nesta quinta-feira -<a href=""https://www1.folha.uol.com.br/mercado/2025/05/equipe-economica-quer-garantir-ao-menos-r-10-bi-no-primeiro-congelamento-de-despesas.shtml"" rel="""" target="""">as tretas sobre gastos, déficits e dívida do governo</a>. O público em geral não presta atenção ou não se dá ao trabalho de entender a coisa, nem de se preocupar com as consequências, que afetam todo mundo, do miserável ao ricaço, para o bem ou para o mal.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/viniciustorres/2025/05/bbb-brasil-do-gasto-e-do-deficit-do-governo-recomeca-vai-ter-treta-ou-tedio.shtml"">Leia mais</a> (05/21/2025 - 21h15)",pt
Espanha quer Israel fora da Uefa,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/jucakfouri/2025/05/espanha-quer-israel-fora-da-uefa.shtml,21 May 2025 21:03:00 -0300,Brazil,Folha de S.Paulo,"Mais claro que o primeiro-ministro da Espanha, Pedro Sánchez, impossível: ""Se a Rússia foi obrigada a se retirar de competições internacionais (?), <a href=""https://www1.folha.uol.com.br/folha-topicos/israel/"">Israel</a> também deveria ser. Não podemos permitir dois pesos e duas medidas"".
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/jucakfouri/2025/05/espanha-quer-israel-fora-da-uefa.shtml"">Leia mais</a> (05/21/2025 - 21h03)","Espanha quer Israel fora da Uefa Mais claro que o primeiro-ministro da Espanha, Pedro Sánchez, impossível: ""Se a Rússia foi obrigada a se retirar de competições internacionais (?), <a href=""https://www1.folha.uol.com.br/folha-topicos/israel/"">Israel</a> também deveria ser. Não podemos permitir dois pesos e duas medidas"".
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/jucakfouri/2025/05/espanha-quer-israel-fora-da-uefa.shtml"">Leia mais</a> (05/21/2025 - 21h03)",pt
Mover uma montanha começa com pequenas escolhas,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/de-grao-em-grao/2025/05/mover-uma-montanha-comeca-com-pequenas-escolhas.shtml,21 May 2025 21:02:00 -0300,Brazil,Folha de S.Paulo,"Empurrar um carro atolado é uma das experiências mais frustrantes que se pode ter. No começo, ele parece imóvel, indiferente ao esforço. É preciso insistir, ajustar o ângulo, calibrar o jeito, até que, de repente, com pequenas mudanças, o carro finalmente se solta e começa a andar.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/de-grao-em-grao/2025/05/mover-uma-montanha-comeca-com-pequenas-escolhas.shtml"">Leia mais</a> (05/21/2025 - 21h02)","Mover uma montanha começa com pequenas escolhas Empurrar um carro atolado é uma das experiências mais frustrantes que se pode ter. No começo, ele parece imóvel, indiferente ao esforço. É preciso insistir, ajustar o ângulo, calibrar o jeito, até que, de repente, com pequenas mudanças, o carro finalmente se solta e começa a andar.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/de-grao-em-grao/2025/05/mover-uma-montanha-comeca-com-pequenas-escolhas.shtml"">Leia mais</a> (05/21/2025 - 21h02)",pt
Governo de Alagoas faz consulta pública sobre propaganda institucional,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painel/2025/05/governo-de-alagoas-faz-consulta-publica-sobre-propaganda-institucional.shtml,21 May 2025 21:00:00 -0300,Brazil,Folha de S.Paulo,"O governo de Alagoas lançou uma consulta pública sobre critérios para a contratação de publicidade institucional em sites, blogs e portais digitais. Uma licitação para a área está em curso no valor de R$ 110 milhões.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painel/2025/05/governo-de-alagoas-faz-consulta-publica-sobre-propaganda-institucional.shtml"">Leia mais</a> (05/21/2025 - 21h00)","Governo de Alagoas faz consulta pública sobre propaganda institucional O governo de Alagoas lançou uma consulta pública sobre critérios para a contratação de publicidade institucional em sites, blogs e portais digitais. Uma licitação para a área está em curso no valor de R$ 110 milhões.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painel/2025/05/governo-de-alagoas-faz-consulta-publica-sobre-propaganda-institucional.shtml"">Leia mais</a> (05/21/2025 - 21h00)",pt
Faculdades terão 3 meses para receber novos alunos em cursos de EAD no formato atual,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/educacao/2025/05/faculdades-terao-3-meses-para-receber-novos-alunos-em-cursos-de-ead-no-formato-atual.shtml,21 May 2025 20:49:00 -0300,Brazil,Folha de S.Paulo,"O <a href=""https://www1.folha.uol.com.br/folha-topicos/mec/"" rel="""" target="""">MEC (Ministério da Educação)</a> publicou nesta quarta-feira (21) as regras de transição a serem seguidas pelas instituições de <a href=""https://www1.folha.uol.com.br/folha-topicos/educacao/"">educação</a> superior na aplicação do<a href=""https://www1.folha.uol.com.br/educacao/2025/05/decreto-de-lula-aperta-regras-do-ead-e-reduz-limite-de-aula-online-em-curso-presencial.shtml""> decreto que reforma o ensino EAD (educação a distância)</a> no país.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/educacao/2025/05/faculdades-terao-3-meses-para-receber-novos-alunos-em-cursos-de-ead-no-formato-atual.shtml"">Leia mais</a> (05/21/2025 - 20h49)","Faculdades terão 3 meses para receber novos alunos em cursos de EAD no formato atual O <a href=""https://www1.folha.uol.com.br/folha-topicos/mec/"" rel="""" target="""">MEC (Ministério da Educação)</a> publicou nesta quarta-feira (21) as regras de transição a serem seguidas pelas instituições de <a href=""https://www1.folha.uol.com.br/folha-topicos/educacao/"">educação</a> superior na aplicação do<a href=""https://www1.folha.uol.com.br/educacao/2025/05/decreto-de-lula-aperta-regras-do-ead-e-reduz-limite-de-aula-online-em-curso-presencial.shtml""> decreto que reforma o ensino EAD (educação a distância)</a> no país.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/educacao/2025/05/faculdades-terao-3-meses-para-receber-novos-alunos-em-cursos-de-ead-no-formato-atual.shtml"">Leia mais</a> (05/21/2025 - 20h49)",pt
Trump admite impacto devastador de seus próprios cortes na ajuda externa,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/trump-admite-impacto-devastador-de-seus-proprios-cortes-na-ajuda-externa.shtml,21 May 2025 20:48:00 -0300,Brazil,Folha de S.Paulo,"O presidente dos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a>, <a href=""https://www1.folha.uol.com.br/folha-topicos/donald-trump/"">Donald Trump</a>, afirmou nesta quarta-feira (21) que os cortes promovidos por seu governo na <a href=""https://www1.folha.uol.com.br/mundo/2025/02/saiba-o-que-e-a-usaid-agencia-de-ajuda-externa-na-mira-de-musk.shtml"" rel="""" target="""">Agência dos EUA para o Desenvolvimento Internacional (Usaid) </a>e em seus programas de ajuda ao redor do mundo foram devastadores.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/trump-admite-impacto-devastador-de-seus-proprios-cortes-na-ajuda-externa.shtml"">Leia mais</a> (05/21/2025 - 20h48)","Trump admite impacto devastador de seus próprios cortes na ajuda externa O presidente dos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a>, <a href=""https://www1.folha.uol.com.br/folha-topicos/donald-trump/"">Donald Trump</a>, afirmou nesta quarta-feira (21) que os cortes promovidos por seu governo na <a href=""https://www1.folha.uol.com.br/mundo/2025/02/saiba-o-que-e-a-usaid-agencia-de-ajuda-externa-na-mira-de-musk.shtml"" rel="""" target="""">Agência dos EUA para o Desenvolvimento Internacional (Usaid) </a>e em seus programas de ajuda ao redor do mundo foram devastadores.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/trump-admite-impacto-devastador-de-seus-proprios-cortes-na-ajuda-externa.shtml"">Leia mais</a> (05/21/2025 - 20h48)",pt
"Homem reage a assalto em mercearia, mata criminoso e fere outro em Mococa (SP)",https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/cotidiano/2025/05/homem-reage-a-assalto-em-mercearia-mata-criminoso-e-fere-outro-em-mococa-sp.shtml,21 May 2025 20:37:00 -0300,Brazil,Folha de S.Paulo,"Um comerciante de Mococa, no <a href=""https://www1.folha.uol.com.br/folha-topicos/interior-de-sao-paulo/"">interior de São Paulo</a>, reagiu a um assalto na quinta-feira (15), matou um dos envolvidos e feriu o outro. Em protesto, um grupo de pessoas depredou o comércio e a casa dele, que ficam no mesmo espaço.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/cotidiano/2025/05/homem-reage-a-assalto-em-mercearia-mata-criminoso-e-fere-outro-em-mococa-sp.shtml"">Leia mais</a> (05/21/2025 - 20h37)","Homem reage a assalto em mercearia, mata criminoso e fere outro em Mococa (SP) Um comerciante de Mococa, no <a href=""https://www1.folha.uol.com.br/folha-topicos/interior-de-sao-paulo/"">interior de São Paulo</a>, reagiu a um assalto na quinta-feira (15), matou um dos envolvidos e feriu o outro. Em protesto, um grupo de pessoas depredou o comércio e a casa dele, que ficam no mesmo espaço.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/cotidiano/2025/05/homem-reage-a-assalto-em-mercearia-mata-criminoso-e-fere-outro-em-mococa-sp.shtml"">Leia mais</a> (05/21/2025 - 20h37)",pt
Alerj fez teatro mal ensaiado sobre TCE,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/italo-nogueira/2025/05/alerj-fez-teatro-mal-ensaiado-sobre-tce.shtml,21 May 2025 20:31:00 -0300,Brazil,Folha de S.Paulo,"A Alerj protagonizou um teatro mal ensaiado na sabatina <a href=""https://www1.folha.uol.com.br/poder/2025/05/castro-indica-vice-para-vaga-no-tce-e-oficializa-acordo-para-indicar-sucessor-no-rj.shtml"" rel="""" target="""">do agora ex-vice-governador Thiago Pampolha</a> para conselheiro do TCE-RJ.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/italo-nogueira/2025/05/alerj-fez-teatro-mal-ensaiado-sobre-tce.shtml"">Leia mais</a> (05/21/2025 - 20h31)","Alerj fez teatro mal ensaiado sobre TCE A Alerj protagonizou um teatro mal ensaiado na sabatina <a href=""https://www1.folha.uol.com.br/poder/2025/05/castro-indica-vice-para-vaga-no-tce-e-oficializa-acordo-para-indicar-sucessor-no-rj.shtml"" rel="""" target="""">do agora ex-vice-governador Thiago Pampolha</a> para conselheiro do TCE-RJ.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/italo-nogueira/2025/05/alerj-fez-teatro-mal-ensaiado-sobre-tce.shtml"">Leia mais</a> (05/21/2025 - 20h31)",pt
Reitora da Universidade Columbia é vaiada durante formatura; veja vídeo,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/reitora-da-universidade-columbia-e-vaiada-durante-formatura-veja-video.shtml,21 May 2025 20:29:00 -0300,Brazil,Folha de S.Paulo,"Claire Shipman, reitora interina da Universidade Columbia, nos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a>, foi vaiada por parte dos 12 mil formandos durante a cerimônia de formatura da instituição nesta quarta-feira (21). Em seu discurso, mencionou a ausência de Mahmoud Khalil, que deveria receber seu diploma nesta semana, mas está detido pelo ICE, o serviço de imigração dos EUA.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/reitora-da-universidade-columbia-e-vaiada-durante-formatura-veja-video.shtml"">Leia mais</a> (05/21/2025 - 20h29)","Reitora da Universidade Columbia é vaiada durante formatura; veja vídeo Claire Shipman, reitora interina da Universidade Columbia, nos <a href=""https://www1.folha.uol.com.br/folha-topicos/estados-unidos/"">Estados Unidos</a>, foi vaiada por parte dos 12 mil formandos durante a cerimônia de formatura da instituição nesta quarta-feira (21). Em seu discurso, mencionou a ausência de Mahmoud Khalil, que deveria receber seu diploma nesta semana, mas está detido pelo ICE, o serviço de imigração dos EUA.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/reitora-da-universidade-columbia-e-vaiada-durante-formatura-veja-video.shtml"">Leia mais</a> (05/21/2025 - 20h29)",pt
Governo Trump deixa de colaborar com supervisão de reforma policial focada em direitos de pessoas negras,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/governo-trump-deixa-de-colaborar-com-supervisao-de-reforma-policial-focada-em-direitos-de-pessoas-negras.shtml,21 May 2025 20:21:00 -0300,Brazil,Folha de S.Paulo,"O governo de <a href=""https://www1.folha.uol.com.br/folha-topicos/donald-trump/"">Donald Trump</a> anunciou nesta quarta-feira (21) o fim de um acordo para supervisão federal sobre os departamentos da <a href=""https://www1.folha.uol.com.br/folha-topicos/policia/"">polícia</a> de Minneapolis e Louisville mesmo após investigações terem apontado que ambas as corporações violaram de forma rotineira os direitos civis da população negra.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/governo-trump-deixa-de-colaborar-com-supervisao-de-reforma-policial-focada-em-direitos-de-pessoas-negras.shtml"">Leia mais</a> (05/21/2025 - 20h21)","Governo Trump deixa de colaborar com supervisão de reforma policial focada em direitos de pessoas negras O governo de <a href=""https://www1.folha.uol.com.br/folha-topicos/donald-trump/"">Donald Trump</a> anunciou nesta quarta-feira (21) o fim de um acordo para supervisão federal sobre os departamentos da <a href=""https://www1.folha.uol.com.br/folha-topicos/policia/"">polícia</a> de Minneapolis e Louisville mesmo após investigações terem apontado que ambas as corporações violaram de forma rotineira os direitos civis da população negra.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/mundo/2025/05/governo-trump-deixa-de-colaborar-com-supervisao-de-reforma-policial-focada-em-direitos-de-pessoas-negras.shtml"">Leia mais</a> (05/21/2025 - 20h21)",pt
Bolsonaro sem céu de brigadeiro,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/claudio-hebdo/2025/05/bolsonaro-sem-ceu-de-brigadeiro.shtml,21 May 2025 20:19:00 -0300,Brazil,Folha de S.Paulo,"<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/claudio-hebdo/2025/05/bolsonaro-sem-ceu-de-brigadeiro.shtml"">Leia mais</a> (05/21/2025 - 20h19)","Bolsonaro sem céu de brigadeiro <a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/blogs/claudio-hebdo/2025/05/bolsonaro-sem-ceu-de-brigadeiro.shtml"">Leia mais</a> (05/21/2025 - 20h19)",pt
PSG lidera em venda de camisas usadas,https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painelsa/2025/05/psg-lidera-em-venda-de-camisas-usadas.shtml,21 May 2025 20:17:00 -0300,Brazil,Folha de S.Paulo,"Finalista da UEFA <a href=""https://www1.folha.uol.com.br/folha-topicos/champions-league/"">Champions League</a>, o Paris Saint-Germain (<a href=""https://www1.folha.uol.com.br/folha-topicos/psg/"">PSG</a>) foi o líder de vendas de camisas usadas na OLX nos primeiros quatro meses deste ano.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painelsa/2025/05/psg-lidera-em-venda-de-camisas-usadas.shtml"">Leia mais</a> (05/21/2025 - 20h17)","PSG lidera em venda de camisas usadas Finalista da UEFA <a href=""https://www1.folha.uol.com.br/folha-topicos/champions-league/"">Champions League</a>, o Paris Saint-Germain (<a href=""https://www1.folha.uol.com.br/folha-topicos/psg/"">PSG</a>) foi o líder de vendas de camisas usadas na OLX nos primeiros quatro meses deste ano.
<a href=""https://redir.folha.com.br/redir/online/emcimadahora/rss091/*https://www1.folha.uol.com.br/colunas/painelsa/2025/05/psg-lidera-em-venda-de-camisas-usadas.shtml"">Leia mais</a> (05/21/2025 - 20h17)",pt
